PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0
221,4,2,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,95.80879673,-5.603086772,-0.649039862,2394.598208,182.996631,12:00,7.04648725,0.065502846,6.100369341,-4.72825995,25.77196448,1.350633063,1.454425132,0.077868225,86.97304968,-6.48959259,-0.393042837,0.397487097,,,,,,,,,,,,-0.927751392,15.69552523,-0.016395077,50,6.612547924,1.527393819,-138.799001,-13.77522193,-1.798077792,32.95472599,-1.754503415
222,4,3,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,2,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.12720085,-3.36703349,-1.193432082,2625.728559,142.878852,10:45,7.090068826,0.290999872,5.567310234,-38.85080687,1.782457568,-1.378012488,0.703400149,-0.438655605,77.41099694,-10.49514719,-1.450301489,0.458788344,,,,,,,,,,,,0.425681801,1.817814725,-0.18738052,50,6.77447686,2.560698824,-120.7892951,-8.359118242,0.633331363,21.97546967,-29.46949536
223,4,4,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,2,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.32181717,-0.563755406,-0.973706235,2535.391674,140.8354662,10:45,7.16428197,0.646893323,5.571596058,-37.71566852,2.6229737,-2.167436622,3.494713871,0.056821906,77.00934611,-7.556356682,-1.37803957,0.457122035,,,,,,,,,,,,0.899681665,1.543862578,-0.561749031,50,7.091166263,2.131145912,-121.2744928,-2.410901841,1.347721143,22.41840012,-29.86134583
224,4,5,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,2,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,95.82991252,-2.859457603,0.344046256,2292.178837,190.1845382,12:15,7.126809259,0.186925853,6.104478454,-7.311523306,22.64248666,4.072778141,3.871359354,1.344439862,87.94150356,-4.231608489,1.111634894,0.393911811,,,,,,,,,,,,-2.120284874,13.04587821,-0.215464991,50,6.903485273,-0.974659084,-139.4348395,-7.211301628,-4.19524027,29.87461213,-6.361199408
225,4,6,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,3,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.20160345,-0.687675647,-0.819956457,2538.625285,357.8299667,6:00,7.074327476,0.303570469,5.692232926,-43.46933355,-1.917106003,0.071163252,2.81100019,0.045400917,75.62782394,-8.780245283,-0.806596024,0.463947324,,,,,,,,,,,,-0.271481969,-0.831509833,-0.234835414,50,6.989679748,1.709475382,-119.598291,-2.782821059,-0.392310856,23.56140544,-33.37563972
226,1,1,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.04349061,0.551514204,2.231286717,2275.676937,341.0004197,5:15,6.661595663,-1.964107628,5.912222737,-49.81528696,-7.728574493,2.647473246,3.022517499,0.828141631,75.25498131,-8.719120709,2.727212307,0.466921659,,,,,,,,,,,,-0.85056766,-4.306996211,1.783914489,50,6.677189918,-4.674315253,-117.9555501,-0.339131889,-1.206696999,20.97420958,-38.28436717
227,1,2,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,0,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,81.106737,-0.301030117,3.290593222,2309.008143,349.2353446,5:45,6.580877707,-2.097220281,5.70261301,-51.63625551,-8.94530242,1.693058119,1.996940859,1.612870609,75.06970772,-9.868568659,3.607015666,0.47026152,,,,,,,,,,,,0.005572456,-4.708261748,1.820463941,50,6.523672955,-6.827707986,-117.8537032,-2.197610656,0.007839965,22.32916966,-38.79816665
228,1,3,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,1,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,91.1550195,-2.686358352,2.424486467,2537.417197,159.2329011,11:15,6.650917105,-1.802678373,6.306134735,-8.568221176,24.55881591,-9.324696253,3.45845983,0.154792704,82.99293566,-4.309673332,0.654864256,0.414250284,,,,,,,,,,,,5.803966457,14.22630526,1.629694365,50,6.449924446,-5.325043694,-132.5100339,-6.485307496,10.28876191,29.10486052,-6.954904245
229,1,4,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.7293635,-3.244780521,4.489128336,2526.930547,167.6315981,11:30,6.723215742,-1.644335745,6.343274297,-8.603763761,23.56603371,-5.174338202,3.007172821,2.564972972,84.33369457,-4.873419765,3.509959437,0.408221319,,,,,,,,,,,,4.14353892,13.876784,1.320602222,50,6.482869501,-10.3953116,-134.4361821,-7.910018333,7.551645128,30.27129418,-6.88345752
230,1,5,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,2,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.95414129,-0.791892018,3.673534336,2510.65498,147.0521965,11:00,6.728102538,-1.801164262,6.14098062,-15.45102779,17.29562858,-11.22947939,4.707269107,1.161987001,83.72892716,-3.711416918,1.552797569,0.411865106,,,,,,,,,,,,7.157539416,9.642297555,1.527255331,50,6.659743595,-8.220590317,-133.6234607,-2.343981385,12.91561569,29.32085779,-14.77474381
231,1,6,Pitcher_7,Left,1,Batter_2,Right,2,Windup,7,Top,0,3,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,93.23261025,-2.800006597,3.337811382,2512.060927,148.4808958,11:00,6.513662944,-1.823719085,6.230023727,-14.5685877,17.48497738,-10.74131103,2.710357081,0.863552388,84.32117631,-5.562449226,1.295813125,0.407483181,99.44616394,-7.634063964,-10.9515362,,,,,21.39168241,17.44314883,-10.7514019,0.138013306,6.917621763,10.44345019,1.580127328,50,6.297352429,-7.553430359,-135.3215316,-7.089058671,12.68369772,32.61237478,-13.025623
232,2,1,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.34557753,0.675118153,2.692538861,2274.709064,318.858733,4:45,6.632749657,-1.887333837,5.87783102,-50.20616404,-7.454092811,6.476963321,3.076522818,1.65448118,74.93576154,-8.635502911,3.900842618,0.470598023,,,,,,,,,,,,-2.818795337,-4.174094913,1.666276857,50,6.657949887,-5.690710433,-116.9241428,-0.108728833,-3.945628295,19.74893132,-38.01676682
233,2,2,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.71981482,-3.231350149,4.216697712,2570.042104,154.1761489,11:15,6.748053816,-1.885705153,6.173179759,-8.738282005,23.88616317,-11.57413621,3.024692357,1.550615109,83.53450594,-4.892428499,2.019677831,0.411095843,,,,,,,,,,,,7.658801735,14.07853173,1.572713139,50,6.498794681,-9.540122997,-134.3593929,-7.882504839,13.81942639,32.62075785,-6.770958151
234,2,3,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,2,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.24030372,-2.91931115,4.458914258,2629.856247,161.0750691,11:15,6.765700855,-1.783651086,6.196698799,-6.084331672,26.99010739,-9.264564054,3.553597358,2.068254587,82.68403256,-4.080970874,2.697018993,0.413921287,,,,,,,,,,,,6.544881256,15.74572063,1.452869209,50,6.542647223,-10.13131237,-133.6267765,-7.024834134,11.62590981,33.51563066,-4.204354246
235,2,4,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,3,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.54678049,-3.59659436,2.930457542,2606.229559,152.4642163,11:00,6.707700087,-1.834645636,6.245434006,-11.08880302,22.0606717,-11.51782575,2.458287034,0.41024436,83.03700982,-5.695495206,0.742618145,0.414390551,,,,,,,,,,,,7.185139341,13.15753098,1.622640427,50,6.43458427,-6.444442738,-132.855165,-8.704781357,12.74193663,30.53331019,-8.840830098
236,2,5,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,3,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.90378734,-2.894468175,3.017438787,2594.153558,159.6447323,11:15,6.666458536,-1.724983736,6.128816196,-9.272914558,23.9978921,-8.915021085,3.212667265,0.823381028,82.56804883,-4.657066829,1.32058566,0.415148223,,,,,,,,,,,,5.856527848,14.05567293,1.499263059,50,6.440469101,-6.74803808,-133.3515981,-7.044369887,10.36902251,33.15845893,-7.288383748
237,2,6,Pitcher_7,Left,1,Batter_22,Left,2,Windup,7,Top,1,3,2,Fastball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,91.86399144,-3.230342919,4.778401331,2504.175013,155.7551703,11:15,6.765657752,-1.633513044,6.31211448,-11.1490936,21.98606039,-9.915642223,2.847889864,2.451303411,82.75176938,-5.351881759,2.893315345,0.414301032,,,,,,,,,,,,6.973950771,13.1137218,1.288336067,50,6.523267081,-10.81948399,-133.0410195,-7.874333558,12.32488539,32.26180514,-8.998502375
238,3,1,Pitcher_7,Left,1,Batter_4,Right,2,Windup,7,Top,1,0,0,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,87.22798816,-2.578790216,3.391351534,1991.133575,136.6247045,10:30,6.475976331,-2.008079903,6.179012494,-21.24557027,15.48695418,-14.66527223,2.318677099,0.404775377,78.9177614,-6.600620696,0.602939563,0.436211295,,,,,,,,,,,,9.085578274,9.279639229,1.759558618,50,6.270369284,-7.065645542,-126.5987274,-6.344255134,14.558199,28.90466078,-17.30489763
239,3,2,Pitcher_7,Left,1,Batter_4,Right,2,Windup,7,Top,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.83757188,-1.704094185,2.765287277,2400.703915,158.6000488,11:15,6.67575026,-1.708983313,6.239577143,-14.07871404,18.65849757,-7.324229561,3.928606522,0.73296553,83.55471264,-4.369399971,1.376808694,0.411805707,,,,,,,,,,,,4.80856252,10.69724836,1.506934192,50,6.541925661,-6.220762542,-133.5277945,-4.416893596,8.643639494,29.92503136,-12.94519211
240,3,3,Pitcher_7,Left,1,Batter_4,Right,2,Windup,7,Top,1,1,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.63732497,-0.422596507,1.463305442,2137.327782,298.2575289,4:00,6.607015258,-2.040874861,5.848023198,-48.07272231,-6.034799493,11.15423269,2.208187191,0.748491238,75.0979698,-9.389619081,3.56356537,0.466650937,,,,,,,,,,,,-5.582611783,-3.129673017,1.915598889,50,6.54472302,-3.366523108,-118.7534681,-2.311187033,-7.921982249,24.07494783,-36.61519816
241,3,4,Pitcher_7,Left,1,Batter_4,Right,2,Windup,7,Top,1,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.72589438,-3.339998471,3.759791458,2466.163443,163.2778163,11:30,6.53267628,-1.803088401,6.26908628,-11.26971226,21.78527955,-6.554429448,2.50476039,1.621268304,83.12335762,-5.474065069,2.516006618,0.41379958,,,,,,,,,,,,4.732899472,12.95218728,1.528387085,50,6.279844965,-8.540430915,-133.0361712,-8.128160678,8.408130677,30.86630798,-9.164119044
242,3,5,Pitcher_7,Left,1,Batter_4,Right,2,Windup,7,Top,1,2,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.47160482,-1.023915274,2.611886553,2288.917182,323.8336186,4:45,6.485823017,-1.837842641,5.983074662,-47.26373033,-6.439931622,4.679459274,1.597188904,1.474326923,76.33859973,-9.822105828,3.491803737,0.459862743,,,,,,,,,,,,-1.803842316,-3.199402415,1.629290266,50,6.378846704,-5.609746753,-119.941035,-3.542972037,-2.626942862,23.25925984,-36.83335124
243,4,1,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.10578771,-2.241702033,3.35809481,2485.487479,160.1583076,11:15,6.587291727,-1.660239026,6.298565068,-11.48514544,21.17157857,-7.650724235,3.560459411,1.299333591,83.41485292,-4.422760261,1.90418746,0.411299164,,,,,,,,,,,,5.216336233,12.29394065,1.41751781,50,6.417088741,-7.613861552,-133.7766768,-5.599613572,9.369890872,31.22596651,-10.0909471
244,4,2,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.34508385,-1.196352066,2.190541039,2087.050681,294.2759131,3:45,6.522433487,-1.946780916,5.850838335,-49.06999666,-5.531218883,12.1732706,1.320825638,1.603765446,73.9954844,-10.32177778,4.48202266,0.474908163,,,,,,,,,,,,-5.906243957,-2.622589249,1.761959985,50,6.396837296,-4.823676967,-116.7860231,-3.877778034,-8.086902073,23.75990113,-35.7649301
245,4,3,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,1,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,81.06460886,-0.977481651,1.938990165,2139.99371,332.7079743,5:00,6.515853641,-1.825997475,5.787694722,-54.62910137,-11.5908751,5.959575251,1.053615988,0.974871992,74.41583154,-11.15135072,3.063979505,0.472170338,,,,,,,,,,,,-2.598630402,-5.939079381,1.663001875,50,6.403074222,-4.165718625,-117.807677,-3.637118987,-3.60340311,25.16021624,-40.40950101
246,4,4,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,2,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.73731445,-2.844596364,4.037767564,2466.250179,150.1856562,11:00,6.474679511,-1.511212015,6.418973872,-13.49370395,20.05518879,-11.51045899,2.726986254,1.746975983,82.26982081,-5.409515879,1.847756067,0.416879572,,,,,,,,,,,,7.557683426,11.90540044,1.228539968,50,6.265329814,-8.95298073,-131.659944,-6.957763551,13.15957544,30.04450621,-11.44414941
247,4,5,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,3,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.34859209,-2.650846343,3.454898639,2522.387342,154.2867895,11:15,6.508871086,-1.547455647,6.411102603,-12.28835527,20.60939213,-9.939378719,3.041822247,1.304096411,83.24423942,-4.981038803,1.567680423,0.412814173,,,,,,,,,,,,6.453132821,12.09196855,1.305300855,50,6.313647407,-7.712976157,-132.6985949,-6.523894666,11.47661657,29.084223,-10.66900744
248,4,6,Pitcher_7,Left,1,Batter_23,Left,2,Stretch,7,Top,2,3,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.10865095,-3.001744702,3.390639324,2500.27335,157.2767345,11:15,6.499350469,-1.633480963,6.433251782,-13.19357422,19.08994259,-8.007317308,2.634270141,1.318481073,84.16799622,-5.49845829,1.871453288,0.408942208,,,,,,,,,,,,5.352985884,11.34187785,1.396317817,50,6.27980175,-7.68519029,-133.793097,-7.426349745,9.698184599,28.99756784,-11.62558691
249,1,1,Pitcher_9,Right,2,Batter_14,Right,1,Stretch,7,Bottom,0,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.48837434,-1.763691199,-2.044518134,2384.975834,203.6379891,12:45,6.397436903,1.527643075,6.732762821,-8.474219378,22.49072592,9.856462735,4.078312068,0.980239048,85.0004218,-3.384989157,-0.156988969,0.400503833,,,,,,,,,,,,-6.084628203,13.0361593,-1.397124538,50,6.278077112,4.576254015,-136.1023606,-4.43634604,-11.35683119,31.24756778,-7.84233006
250,1,2,Pitcher_9,Right,2,Batter_14,Right,1,Stretch,7,Bottom,0,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.37958921,-1.849934017,-2.845006088,2386.329964,210.0252729,1:00,6.39141227,1.58443142,6.910504715,-10.34395008,20.33015112,11.76624605,3.842290155,0.472294596,85.45076327,-3.828686216,-0.593095861,0.398618492,,,,,,,,,,,,-7.35902033,11.87897578,-1.410423604,50,6.271642804,6.431149366,-135.9459061,-4.681793284,-13.79715849,29.28931331,-9.902590663
251,1,3,Pitcher_9,Right,2,Batter_14,Right,1,Stretch,7,Bottom,0,1,1,Cutter,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.21199831,-1.05619485,-2.666752231,2320.992076,176.1373992,11:45,6.336281652,1.46586591,6.229120393,-18.5559721,14.32913133,-0.96955352,3.814502809,-0.576638911,83.88819998,-4.547006698,-2.84945239,0.412734834,,,,,,,,,,,,-0.170253263,8.089783478,-1.266547739,50,6.248168907,6.213394155,-132.7469774,-3.031922345,-0.305500872,26.92495688,-17.65781631
252,1,4,Pitcher_9,Right,2,Batter_14,Right,1,Stretch,7,Bottom,0,2,1,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.35069924,-2.251400373,-3.525973478,2417.009419,222.1008831,1:30,6.253799802,1.635782727,6.810513385,-14.91729523,16.13177292,14.6030058,2.951790276,0.13189708,84.97220239,-5.104531513,-0.729021712,0.401047491,,,,,,,,,,,,-9.180555211,9.66287536,-1.414122367,50,6.102883329,7.9522542,-135.7102714,-5.764227887,-17.04158384,30.98912292,-14.23714857
253,1,5,Pitcher_9,Right,2,Batter_14,Right,1,Stretch,7,Bottom,0,2,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.50640283,-3.371557139,-3.27948219,2340.505752,208.1346435,1:00,6.426713664,1.428896063,6.876950554,-8.078644693,22.87015377,12.24486127,2.672944989,-0.042026077,84.92430535,-4.921000264,-0.929404728,0.400399397,,,,,,,,,,,,-7.825491367,13.80232202,-1.225905441,50,6.210074546,7.445684276,-135.8448503,-8.239304827,-14.53292604,31.47093806,-6.541392967
254,2,1,Pitcher_9,Right,2,Batter_15,Right,1,Stretch,7,Bottom,1,0,0,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,92.99018908,-2.282666426,-2.022746099,2481.292606,222.7430721,1:30,6.299597108,1.64795141,6.594219109,-16.03624838,15.35169239,14.21479015,2.869744096,1.478765405,85.01486857,-5.328691546,0.688100111,0.403230088,80.01571337,-14.56567846,-7.667825344,,,,,9.874842952,7.940323755,-13.6818091,0.089076538,-8.436634282,9.139523801,-1.516101615,50,6.137097046,4.36075655,-135.333063,-5.870550247,-15.62639629,29.88817594,-15.24575511
255,3,1,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,0,0,Cutter,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.44297304,-2.700884609,-3.299332177,2417.888412,204.329982,12:45,6.189278602,1.752646096,6.525553652,-18.01127428,15.33491005,6.947816251,2.204943742,-0.198099586,82.76113034,-6.111250007,-1.978765336,0.415618233,,,,,,,,,,,,-4.760327138,9.222894472,-1.526686944,50,5.993686032,7.375145629,-131.4374354,-6.734293914,-8.321095132,28.05821282,-16.05234514
256,3,2,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.25381101,-0.625918485,-1.828523723,2371.682739,210.4126646,1:00,6.473599351,1.343503085,6.594213689,-10.69833464,20.80744652,12.23122776,5.008369886,1.187143072,84.06207317,-2.677639528,0.518502582,0.403986306,,,,,,,,,,,,-7.370358914,11.74789391,-1.224006999,50,6.426443424,3.975275139,-135.7337052,-1.796721393,-13.56089034,33.5235753,-10.5588324
257,3,3,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,1,1,Cutter,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.09581663,-2.325409123,-2.922083196,2363.649893,202.02262,12:45,6.210259886,1.758349911,6.356428479,-19.3895586,14.26485776,5.782727674,2.450606278,0.048943365,82.78306075,-5.979071173,-1.828204864,0.417534677,,,,,,,,,,,,-3.951648567,8.440886434,-1.549692881,50,6.032658222,6.513485404,-131.0173373,-5.911400111,-6.893525285,26.74473073,-17.44919055
258,3,4,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.25424424,-1.171056078,-1.764448672,2281.01712,211.1133351,1:00,6.482310794,1.332873255,6.696803782,-10.40796994,20.87008054,12.61401291,4.543647572,1.270327444,84.40766918,-3.16601454,0.656059631,0.402523608,,,,,,,,,,,,-7.562644159,11.97599268,-1.220829174,50,6.400404212,3.820452163,-135.772866,-3.075471263,-13.97626613,32.49159517,-10.04162273
259,3,5,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,2,2,Slider,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.3241976,-0.977481329,-2.929528819,2033.789363,64.38709806,8:15,6.259001461,1.5718033,6.01223283,-43.46001263,-2.23698332,-4.585398252,1.730688646,-1.026097316,75.51413565,-9.111606769,-3.794916681,0.462105854,,,,,,,,,,,,1.606931074,-0.919735863,-1.339752146,50,6.158708261,6.256256584,-119.6413914,-3.310849805,2.310842429,24.7780003,-33.49667197
260,3,6,Pitcher_9,Right,2,Batter_16,Right,1,Stretch,7,Bottom,2,3,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,93.87822378,-1.950545561,-2.964950846,2415.854424,211.062446,1:00,6.397484313,1.411011713,6.970054283,-10.58100443,19.76538585,11.92276704,3.738623359,0.205505416,85.74204523,-3.978772637,-0.678406215,0.396483426,,,,,,,,,,,,-7.516293226,11.63282165,-1.232474941,50,6.2734571,6.752070761,-136.6461237,-4.948749477,-14.20596104,30.21807492,-10.18775742
261,1,1,Pitcher_10,Left,1,Batter_9,Right,2,Stretch,8,Top,0,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.22400951,-1.957253312,1.792604512,1877.900259,155.7415615,11:15,6.561371647,-0.700095531,7.257027771,-12.77565349,18.79962492,-8.485323033,3.724834112,0.714741598,82.86148971,-4.439665347,0.13964106,0.404431629,,,,,,,,,,,,5.434835415,11.36355367,0.601166411,50,6.446794412,-3.994753963,-134.2868111,-4.904550744,9.725884957,34.49692828,-11.83845285
262,1,2,Pitcher_10,Left,1,Batter_9,Right,2,Stretch,8,Top,0,0,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.83273041,-2.601088545,1.50625333,2010.068222,171.3694072,11:45,6.608996409,-0.496507812,7.349833255,-11.53321162,18.97623758,-2.884604943,3.296986323,1.123394365,85.05280733,-4.820713228,0.949010176,0.397547203,,,,,,,,,,,,2.057364758,11.51309184,0.414546832,50,6.46265488,-3.486736563,-135.2853345,-6.430283379,3.814651075,29.3842051,-10.82711531
263,1,3,Pitcher_10,Left,1,Batter_9,Right,2,Stretch,8,Top,0,0,2,Slider,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,85.10986956,-1.713021676,0.383238729,2152.186329,220.4643941,1:15,6.470054931,-1.205713622,6.8798479,-29.13215159,7.439445822,6.375226714,2.481163514,0.174724351,79.13412157,-7.225312473,1.598063177,0.435254714,,,,,,,,,,,,-3.460833068,4.569757045,1.179142065,50,6.351014455,-0.993308526,-124.1231527,-4.457341841,-5.459997354,22.22207348,-24.96455278
264,2,1,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,1,0,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.10634214,-2.968959071,2.162130002,2068.915541,152.3669361,11:00,6.374380089,-0.758111478,7.337655695,-21.27585712,14.94108721,-7.839820527,1.915819996,1.042110375,78.56831691,-7.039367096,0.651708231,0.433139131,,,,,,,,,,,,5.021156494,9.267190822,0.641048886,50,6.204243263,-4.503150941,-123.9669373,-6.914748246,7.854504825,23.56937379,-17.67754857
265,2,2,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,1,0,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,81.98366481,-1.878412661,1.384398467,2156.751461,248.9466549,2:15,6.452506033,-1.24690967,6.787588827,-36.71137758,2.733726264,7.198177249,1.677687055,1.116721197,76.82431145,-8.7726817,2.74967536,0.452030845,,,,,,,,,,,,-3.672234146,1.958194338,1.154426848,50,6.316431618,-3.07052845,-119.5324728,-4.848482584,-5.394754842,19.71931503,-29.29733156
266,2,3,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,1,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.31932041,-2.800241721,3.353732076,2068.594433,158.3886003,11:15,6.62429323,-0.748464737,7.41008732,-12.56550583,16.95521317,-6.727942149,3.045469766,2.218837597,86.55118362,-5.2182536,2.056222444,0.391052425,,,,,,,,,,,,4.742051204,10.42031688,0.569359759,50,6.469550483,-7.879412131,-137.2675747,-7.032928827,9.070797449,29.66089013,-12.24162275
267,2,4,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,1,2,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.78491075,-2.350757088,1.284692903,2109.189023,173.6795149,11:45,6.437630389,-0.7411748,7.198745568,-19.18703184,18.51047088,-2.054199916,2.7083197,0.751153669,76.84119019,-6.029461129,0.888721132,0.441903874,,,,,,,,,,,,1.521614559,11.13017929,0.667823613,50,6.296212172,-2.690919608,-122.098538,-5.45489687,2.295554043,24.18350537,-15.38272126
268,2,5,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,1,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,94.47029827,-2.113004005,0.842376761,2013.619589,170.5175869,11:45,6.552102731,-0.886492931,7.068027534,-13.24442255,16.4157367,-2.746530476,3.529132445,0.149396591,86.83902669,-4.645678598,0.315341671,0.3919749,,,,,,,,,,,,1.768340231,9.793497753,0.83698069,50,6.421107269,-1.950908649,-137.7182639,-5.438619165,3.410830661,29.34809468,-13.28403981
269,2,6,Pitcher_10,Left,1,Batter_10,Right,2,Stretch,8,Top,2,0,0,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,93.89578757,-1.918645142,0.829628668,2053.946626,173.8502658,11:45,6.564765438,-0.811992121,7.255292286,-10.64583891,19.14538521,-2.06587952,3.941300685,0.26633136,86.27521027,-3.963195536,0.431850479,0.392839991,,,,,,,,,,,,1.390050844,11.35112937,0.765658213,50,6.452919778,-1.93025486,-136.93724,-4.859345922,2.651023337,28.99752341,-10.52584122
